Round, Selected Clients
1, 4, 7, 0, 3, 9, 6
2, 4, 0, 5, 9, 6, 8
3, 2, 9, 1, 3, 6, 7
4, 4, 7, 0, 1, 8, 6
5, 6, 4, 2, 8, 3, 5
6, 1, 3, 8, 7, 6, 2
7, 8, 9, 7, 6, 2, 5
8, 9, 8, 6, 3, 4, 7
9, 5, 6, 0, 3, 9, 4
10, 4, 0, 1, 9, 3, 6
11, 0, 3, 7, 4, 1, 5
12, 8, 5, 4, 9, 6, 2
13, 7, 1, 8, 4, 6, 0
14, 1, 8, 2, 3, 4, 9
15, 9, 8, 4, 1, 2, 3
16, 4, 2, 0, 6, 1, 9
17, 6, 1, 9, 0, 7, 3
18, 2, 6, 9, 4, 7, 1
19, 6, 1, 2, 3, 7, 8
20, 3, 5, 7, 9, 8, 6
21, 3, 8, 2, 4, 7, 9
22, 0, 2, 9, 4, 5, 3
23, 4, 2, 8, 1, 6, 3
24, 9, 6, 4, 8, 0, 5
25, 1, 3, 7, 5, 8, 6
26, 7, 6, 2, 3, 5, 9
27, 4, 0, 2, 1, 5, 6
28, 4, 5, 8, 1, 2, 0
29, 8, 0, 5, 2, 7, 3
30, 9, 1, 0, 7, 8, 3
31, 6, 2, 1, 7, 5, 8
32, 7, 4, 6, 1, 2, 5
33, 2, 8, 5, 1, 4, 0
34, 4, 2, 1, 6, 7, 5
35, 2, 5, 1, 4, 9, 7
36, 1, 8, 0, 5, 4, 9
37, 7, 1, 8, 9, 0, 4
38, 6, 3, 4, 0, 1, 7
39, 5, 0, 9, 6, 4, 8
40, 6, 2, 7, 8, 5, 3
41, 4, 9, 0, 8, 2, 5
42, 3, 7, 9, 1, 6, 0
43, 0, 1, 3, 7, 9, 5
44, 3, 0, 8, 5, 7, 4
45, 9, 0, 8, 5, 6, 3
46, 1, 3, 6, 5, 9, 4
47, 6, 2, 7, 0, 8, 1
48, 9, 2, 4, 1, 5, 7
49, 8, 6, 7, 1, 5, 2
50, 5, 2, 3, 8, 0, 6
51, 3, 2, 8, 9, 7, 5
52, 2, 1, 5, 3, 4, 6
53, 5, 2, 9, 8, 1, 0
54, 4, 1, 5, 2, 0, 6
55, 7, 3, 2, 5, 1, 4
56, 0, 4, 5, 6, 7, 2
57, 1, 2, 7, 8, 6, 0
58, 0, 6, 7, 2, 1, 5
59, 3, 8, 4, 9, 5, 1
60, 3, 8, 6, 0, 2, 9
61, 9, 7, 6, 3, 5, 0
