Round, Selected Clients
1, 2, 8, 4
2, 7, 4, 2
3, 1, 6, 9
4, 0, 2, 5
5, 9, 0, 8
6, 1, 2, 3
7, 9, 1, 5
8, 6, 8, 4
9, 4, 1, 7
10, 5, 7, 8
11, 1, 5, 8
12, 3, 7, 4
13, 7, 6, 1
14, 1, 4, 6
15, 2, 9, 5
16, 9, 3, 2
17, 5, 6, 8
18, 8, 9, 1
19, 7, 5, 8
20, 9, 2, 8
21, 6, 5, 3
22, 0, 5, 7
23, 6, 1, 7
24, 0, 9, 5
25, 9, 6, 4
26, 5, 8, 7
27, 9, 8, 4
28, 3, 9, 2
29, 7, 2, 9
30, 8, 9, 5
31, 0, 5, 4
32, 2, 1, 8
33, 7, 8, 9
34, 3, 2, 8
35, 4, 2, 9
36, 9, 8, 2
37, 4, 9, 3
38, 7, 0, 5
39, 5, 7, 9
40, 8, 5, 2
41, 9, 5, 0
42, 5, 3, 0
43, 6, 2, 9
44, 0, 6, 9
45, 1, 2, 9
46, 6, 5, 3
47, 2, 0, 1
48, 3, 8, 4
49, 7, 1, 2
50, 9, 3, 4
51, 7, 0, 3
52, 4, 1, 5
53, 5, 2, 7
54, 9, 6, 3
55, 9, 6, 8
56, 1, 4, 5
57, 6, 2, 7
58, 7, 2, 5
59, 0, 6, 8
60, 0, 2, 3
61, 7, 1, 4
62, 3, 8, 6
63, 8, 6, 7
64, 3, 6, 1
65, 5, 1, 4
66, 7, 0, 2
67, 0, 5, 2
68, 3, 9, 0
69, 7, 6, 0
70, 7, 4, 0
71, 5, 2, 1
72, 4, 7, 1
73, 7, 1, 0
74, 0, 1, 7
75, 6, 4, 7
76, 8, 2, 3
77, 9, 6, 2
78, 4, 1, 5
79, 7, 4, 8
80, 7, 3, 4
81, 4, 2, 9
82, 2, 8, 7
83, 0, 4, 9
84, 5, 7, 9
85, 6, 3, 2
86, 5, 4, 6
87, 5, 1, 7
88, 9, 1, 7
89, 1, 4, 8
90, 4, 7, 6
91, 4, 9, 5
92, 1, 7, 3
93, 6, 4, 9
94, 7, 6, 9
95, 7, 8, 1
96, 7, 0, 1
97, 2, 7, 1
98, 6, 5, 9
99, 7, 4, 9
100, 1, 6, 5
101, 3, 2, 8
102, 5, 6, 1
103, 7, 3, 6
104, 8, 2, 6
105, 0, 4, 7
106, 7, 4, 1
107, 9, 2, 1
108, 4, 5, 3
109, 7, 5, 9
110, 5, 4, 0
111, 6, 8, 7
112, 4, 7, 5
113, 6, 2, 9
114, 7, 6, 1
115, 3, 0, 8
116, 6, 5, 3
117, 6, 9, 0
118, 9, 3, 1
119, 1, 9, 2
120, 8, 1, 7
121, 6, 2, 5
122, 9, 5, 6
123, 7, 9, 2
124, 4, 3, 8
125, 5, 7, 8
126, 5, 8, 7
127, 4, 0, 9
128, 1, 8, 3
129, 1, 3, 4
130, 2, 8, 3
131, 6, 4, 5
132, 8, 0, 9
133, 2, 9, 8
134, 6, 1, 9
135, 8, 1, 9
136, 6, 0, 7
137, 6, 5, 4
138, 0, 2, 5
139, 8, 7, 0
140, 2, 1, 3
141, 6, 9, 5
142, 8, 1, 3
143, 0, 4, 9
144, 9, 0, 1
145, 8, 1, 3
146, 0, 4, 3
147, 3, 6, 9
148, 3, 9, 5
149, 1, 7, 9
150, 3, 7, 8
151, 4, 0, 8
152, 0, 1, 4
153, 8, 4, 1
154, 3, 2, 0
155, 0, 3, 5
156, 8, 9, 5
157, 2, 3, 6
158, 0, 9, 4
159, 5, 8, 0
160, 6, 3, 1
161, 0, 1, 2
162, 6, 2, 7
163, 8, 4, 1
164, 3, 9, 8
165, 8, 0, 7
166, 5, 6, 9
167, 0, 8, 7
168, 0, 9, 5
169, 7, 1, 5
170, 1, 6, 8
171, 2, 8, 0
172, 4, 3, 0
173, 7, 8, 6
174, 7, 0, 1
175, 6, 3, 0
176, 3, 8, 2
177, 3, 6, 7
178, 9, 8, 5
179, 2, 4, 1
180, 1, 5, 2
181, 2, 3, 1
182, 5, 0, 2
183, 1, 5, 9
184, 1, 9, 0
185, 2, 6, 0
186, 3, 6, 7
187, 3, 8, 4
188, 3, 9, 8
189, 6, 1, 0
190, 0, 9, 2
191, 4, 8, 6
192, 6, 2, 8
193, 6, 0, 3
194, 7, 2, 0
195, 1, 8, 4
196, 0, 1, 2
197, 5, 4, 8
198, 5, 7, 0
199, 0, 9, 7
200, 5, 9, 8
