Round,Selected Clients
1,1,0,4,9,6
2,1,3,8,4,6
3,4,0,2,5,3
4,1,6,9,2,8
5,8,4,5,9,1
6,1,6,4,3,5
7,1,2,3,9,7
8,0,5,6,2,9
9,2,4,9,1,5
10,8,7,1,6,0
11,6,7,4,8,0
12,2,7,0,5,6
13,5,2,0,4,8
14,0,3,1,9,5
15,2,4,6,1,8
16,7,1,3,8,0
17,0,3,1,9,2
18,2,7,3,6,8
19,6,9,7,8,5
20,3,9,8,4,7
21,1,7,9,0,5
22,7,3,6,0,1
23,6,8,7,1,9
24,0,7,2,9,4
25,1,3,0,4,7
26,4,6,2,5,8
27,9,1,8,4,7
28,4,2,7,6,9
29,1,9,2,7,6
30,0,1,6,7,2
31,7,8,6,4,0
32,8,2,6,1,0
33,1,5,6,4,8
34,2,5,6,7,8
35,7,3,8,6,9
36,6,5,4,9,0
37,4,2,9,0,6
38,9,3,4,0,5
39,5,9,1,8,2
40,2,3,6,5,8
41,3,6,5,9,8
42,8,5,1,6,7
43,3,7,1,9,6
44,0,1,6,8,7
45,7,8,5,6,3
46,3,4,7,5,1
47,5,9,1,7,6
48,6,5,7,3,0
49,0,5,4,6,3
50,7,0,6,2,5
51,9,0,1,5,3
52,5,3,7,2,6
53,0,8,9,2,1
54,9,2,3,1,7
55,9,1,2,7,0
56,9,3,1,5,2
57,8,5,0,6,3
58,6,2,4,7,9
59,1,4,7,9,3
60,7,3,5,6,2
61,3,6,7,4,1
62,3,6,9,2,5
63,7,4,8,2,1
64,3,7,4,5,8
65,2,4,0,5,8
66,7,1,0,4,2
67,4,7,1,6,0
68,9,4,1,7,0
69,9,6,4,7,8
70,2,3,9,4,0
71,0,3,4,5,2
72,1,8,3,5,9
73,9,4,7,0,3
74,9,0,6,5,2
75,9,0,2,3,4
76,7,5,6,2,9
77,6,8,0,3,7
78,0,8,7,3,9
79,4,8,2,7,3
80,8,0,6,9,1
81,8,4,6,7,3
82,9,8,2,6,0
83,4,7,2,3,9
84,3,9,6,1,8
85,7,0,2,4,6
86,2,6,9,0,3
87,6,5,7,9,4
88,6,1,8,3,7
89,5,9,6,1,7
90,6,3,7,4,1
91,7,4,2,0,3
92,3,6,7,0,1
93,4,0,8,9,5
94,9,4,2,5,0
95,1,4,5,7,3
96,4,7,9,5,2
97,8,5,1,6,3
98,9,6,5,0,7
99,7,4,6,0,1
100,3,8,2,9,6
101,9,6,4,0,5
102,1,5,8,0,3
103,9,0,8,6,2
104,3,9,5,6,1
105,1,0,2,8,7
106,2,6,1,5,0
107,3,0,4,9,5
108,7,9,1,0,2
109,9,8,4,3,7
110,3,6,5,8,9
111,4,5,2,8,3
112,5,2,0,4,6
113,4,9,5,0,8
114,8,5,1,6,2
115,4,9,5,2,0
116,1,8,3,7,6
117,9,1,0,8,6
118,9,7,6,2,1
119,7,8,4,0,1
120,2,4,8,9,0
121,8,3,5,0,9
122,9,6,8,5,7
123,2,7,5,0,3
124,4,5,3,2,1
125,3,1,2,7,8
126,9,7,5,6,8
127,4,9,0,2,8
128,5,4,1,9,0
129,9,7,2,0,3
130,7,9,2,8,6
131,1,5,9,4,8
132,9,2,5,8,7
133,2,8,1,5,6
134,3,5,7,1,6
135,8,9,0,5,2
136,2,7,0,3,9
137,3,4,7,6,1
138,8,6,2,9,1
139,1,8,9,2,0
140,3,7,5,0,9
141,5,3,0,2,7
142,2,7,8,4,0
143,9,8,6,0,2
144,9,7,1,0,3
145,9,5,3,4,7
146,7,0,6,2,9
147,9,5,2,0,7
148,1,7,0,2,9
149,6,8,7,2,0
150,1,5,6,3,8
151,5,8,4,6,0
152,1,9,5,7,2
153,7,0,5,4,3
154,2,0,9,6,4
155,5,6,0,4,1
156,2,8,5,3,9
157,8,6,1,2,9
158,2,1,7,8,5
159,8,4,9,6,1
160,3,7,0,2,4
161,6,7,9,8,3
162,8,5,2,6,4
163,2,4,9,1,7
164,8,4,2,5,7
165,0,9,1,8,5
166,4,9,7,1,5
167,7,6,9,3,1
168,2,5,1,9,7
169,1,0,4,3,7
170,2,7,8,3,9
171,3,5,0,7,2
172,2,4,5,6,3
173,8,4,1,3,9
174,5,9,8,6,1
175,5,7,8,1,4
176,4,5,7,8,9
177,6,4,0,8,3
178,9,6,2,8,5
179,5,6,2,3,9
180,3,8,5,7,9
181,5,4,7,1,6
182,7,5,9,2,4
183,2,4,0,9,5
184,3,8,4,7,5
185,8,3,9,0,6
186,8,2,6,5,3
187,1,3,0,9,8
188,0,9,4,7,6
189,8,7,4,1,0
190,5,4,3,1,8
191,2,9,7,8,1
192,5,4,0,2,9
193,2,6,4,5,0
194,2,7,5,3,8
195,5,1,8,0,4
196,3,7,1,4,9
197,0,8,7,5,2
198,1,0,6,2,5
199,6,2,8,9,5
200,1,8,2,5,7
