Round, Selected Clients
0, 1, 4, 6, 7, 8
1, 5, 4, 6, 1, 9
2, 1, 8, 0, 4, 2
3, 8, 4, 2, 5, 6
4, 5, 6, 3, 2, 1
5, 9, 2, 3, 4, 5
6, 0, 2, 4, 6, 7
7, 2, 4, 7, 1, 0
8, 3, 4, 7, 8, 1
9, 5, 8, 7, 0, 6
10, 8, 3, 1, 9, 7
11, 8, 5, 6, 0, 7
12, 0, 6, 8, 1, 2
13, 6, 2, 7, 1, 0
14, 9, 8, 0, 7, 1
15, 5, 9, 4, 1, 2
16, 4, 0, 6, 2, 5
17, 5, 6, 0, 2, 9
18, 2, 8, 5, 1, 6
19, 5, 7, 3, 1, 0
20, 0, 1, 4, 6, 9
21, 7, 1, 0, 3, 4
22, 2, 5, 6, 1, 4
23, 1, 9, 7, 6, 4
24, 5, 6, 9, 3, 1
25, 0, 7, 9, 1, 3
26, 5, 4, 2, 9, 0
27, 7, 8, 9, 4, 5
28, 7, 3, 4, 5, 8
29, 0, 2, 3, 4, 1
30, 2, 6, 1, 9, 4
31, 6, 1, 5, 0, 9
32, 3, 6, 1, 0, 7
33, 1, 5, 7, 6, 8
34, 9, 7, 3, 1, 2
35, 1, 3, 9, 8, 2
36, 6, 0, 3, 2, 4
37, 7, 6, 9, 1, 8
38, 2, 9, 3, 7, 1
39, 2, 9, 8, 0, 5
40, 3, 4, 6, 8, 1
41, 6, 3, 8, 7, 2
42, 9, 7, 6, 2, 0
43, 3, 7, 1, 8, 6
44, 5, 9, 1, 8, 6
45, 1, 2, 9, 4, 7
46, 1, 7, 2, 8, 3
47, 2, 1, 8, 5, 9
48, 3, 1, 7, 9, 4
49, 4, 5, 6, 2, 8
