Round,DurationSeconds
0,45.418516
1,41.897008
2,34.140936
3,32.417441
4,33.418491
5,40.279111
6,35.932239
7,37.078399
8,33.090973
9,29.346824
10,37.725975
11,37.462659
12,40.418117
13,39.995174
14,45.025746
15,35.881562
16,38.104776
17,33.145858
18,39.622826
19,43.778087
20,37.518380
21,38.145858
22,40.195286
23,44.597403
24,44.084062
25,38.897166
26,44.867274
27,34.021687
28,32.053465
29,35.180306
30,38.828436
31,37.079227
32,39.135087
33,36.911093
34,30.133934
35,41.046775
36,31.193389
37,30.644851
38,34.213324
39,47.481194
40,44.006117
41,40.230641
42,39.267953
43,31.603803
44,32.368023
45,40.252536
46,32.643900
47,42.319856
48,40.613515
49,42.400912
50,38.216985
51,42.829790
52,40.485430
53,39.515174
54,36.953185
55,36.221060
56,40.927947
57,39.224586
58,38.254596
59,34.645095
60,37.355916
61,42.560829
62,40.819060
63,36.055485
64,32.089769
65,32.533503
66,37.442925
67,41.456889
68,42.056919
69,41.516973
70,33.941576
71,38.892763
72,37.545336
73,35.395320
74,29.518766
75,36.604211
76,44.350434
77,47.065016
78,44.996269
79,35.350599
80,36.121355
81,38.093696
82,41.150659
83,39.064119
84,39.428522
85,42.697244
86,45.586007
87,42.318172
88,43.454910
89,39.233593
90,48.815974
91,42.483843
92,43.681864
93,42.264096
94,47.137371
95,43.826349
96,36.277514
97,32.864274
98,36.768393
99,34.635974
100,40.019352
101,45.891833
102,41.160204
103,30.087294
104,36.105683
105,42.896762
106,44.637510
107,29.096900
108,36.714273
109,41.880413
110,46.205545
111,35.056565
112,26.776916
113,38.040581
114,32.037918
115,43.029354
116,42.812571
117,28.288142
118,28.449569
119,40.966915
120,39.935768
121,35.890316
122,31.677341
123,39.992139
124,35.150132
125,37.502378
126,36.251838
127,38.759918
128,48.311634
129,42.591028
130,39.367384
131,34.803320
132,38.593717
133,31.902418
134,41.224017
135,43.477607
136,40.570581
137,39.991231
138,41.638652
139,32.640047
140,41.233597
141,42.153485
142,42.997349
143,41.101934
144,44.730676
145,38.026340
146,43.501507
147,34.961344
148,37.261343
149,39.752435
150,40.953883
151,33.475309
152,45.470788
153,29.341568
154,25.925376
155,36.118422
156,29.395042
157,38.828842
158,38.876632
159,40.589584
160,39.758362
161,41.141675
162,40.297934
163,31.747235
164,34.944473
165,44.295337
166,40.991542
167,38.557170
168,38.180123
169,36.926161
170,41.402691
171,41.586621
172,41.984887
173,27.599782
174,40.485650
175,39.422173
176,37.975768
177,47.013335
178,38.621127
179,35.366173
180,36.683502
181,44.524320
182,34.786922
183,39.710109
184,40.481387
185,36.606908
186,40.922658
187,40.558938
188,37.494044
189,39.397201
190,36.237208
191,25.971259
192,39.760666
193,41.191818
194,41.863501
195,40.482873
196,43.761771
197,28.638664
198,46.827188
199,33.484555
200,48.204990
201,30.800187
202,37.238953
203,34.994620
204,37.430296
205,37.403471
206,35.986003
207,42.028130
208,42.831845
209,27.992830
210,37.660005
211,33.949988
212,46.252050
213,45.177253
214,40.683409
215,27.442041
216,43.164386
217,44.042572
218,34.692480
219,32.197113
220,39.831064
221,43.541561
222,44.433640
223,49.893442
224,44.590628
225,49.038080
226,27.878505
227,33.821364
228,43.148544
229,29.360070
230,36.821195
231,35.402532
232,45.890410
233,46.509540
234,30.449421
235,32.613790
236,39.246698
237,41.675554
238,33.244918
239,39.043396
240,33.684896
241,33.048463
242,30.463084
243,33.493351
244,42.060143
245,44.190187
246,42.754522
247,47.353411
248,32.322353
249,38.249524
250,34.983103
251,40.828949
252,30.133461
253,38.749017
254,48.583836
255,28.292444
256,44.506218
257,31.999168
258,36.096457
259,31.292297
