Round, Selected Clients
0, 1, 6, 2, 3, 5
1, 4, 3, 2, 9, 0
2, 4, 7, 0, 1, 8
3, 2, 1, 4, 3, 9
4, 6, 9, 2, 5, 8
5, 3, 9, 0, 2, 8
6, 9, 1, 2, 5, 8
7, 5, 2, 6, 4, 3
8, 8, 6, 4, 9, 7
9, 8, 5, 0, 6, 1
10, 2, 5, 8, 7, 0
11, 6, 7, 9, 4, 3
12, 9, 8, 4, 0, 7
13, 5, 7, 3, 9, 1
14, 1, 6, 2, 9, 8
15, 8, 3, 1, 7, 9
16, 8, 1, 2, 7, 6
17, 8, 3, 1, 4, 5
18, 0, 2, 4, 5, 3
19, 6, 8, 0, 3, 7
20, 2, 8, 6, 9, 0
21, 3, 9, 0, 4, 1
22, 9, 0, 1, 4, 2
23, 5, 4, 3, 8, 2
24, 2, 1, 6, 9, 4
25, 6, 3, 9, 2, 8
26, 6, 1, 5, 4, 2
27, 6, 8, 3, 5, 1
28, 9, 8, 6, 1, 4
29, 7, 0, 5, 4, 2
30, 1, 3, 7, 0, 9
31, 4, 7, 1, 0, 6
32, 6, 2, 4, 8, 5
33, 3, 0, 7, 5, 9
34, 2, 7, 1, 0, 6
35, 0, 1, 4, 5, 7
36, 5, 0, 1, 4, 2
37, 2, 6, 1, 9, 3
38, 1, 6, 9, 0, 3
39, 5, 2, 1, 3, 4
40, 5, 7, 2, 4, 1
41, 2, 1, 8, 0, 5
42, 1, 4, 0, 8, 3
43, 9, 3, 6, 5, 4
44, 6, 5, 1, 4, 7
45, 1, 2, 0, 3, 6
46, 8, 6, 2, 7, 5
47, 2, 7, 9, 8, 6
48, 2, 4, 6, 7, 8
49, 8, 9, 0, 7, 1
