Round, Selected Clients
1, 4, 8, 5, 7, 1, 2, 6, 0
2, 4, 2, 6, 3, 5, 9, 1, 0
3, 0, 5, 7, 3, 1, 9, 2, 4
4, 7, 1, 6, 5, 4, 2, 8, 0
5, 4, 9, 0, 5, 3, 2, 1, 7
6, 3, 1, 7, 6, 8, 9, 5, 2
7, 8, 7, 4, 1, 9, 3, 5, 2
8, 3, 6, 4, 8, 5, 0, 7, 2
9, 5, 1, 7, 3, 4, 9, 0, 6
10, 3, 5, 6, 4, 9, 1, 8, 7
11, 6, 0, 1, 5, 3, 8, 7, 4
12, 7, 5, 1, 0, 8, 3, 9, 6
13, 0, 1, 2, 9, 6, 7, 3, 4
14, 2, 6, 9, 0, 7, 4, 3, 5
15, 5, 6, 8, 2, 1, 7, 9, 4
16, 9, 7, 5, 2, 3, 8, 6, 0
17, 0, 6, 4, 3, 7, 1, 9, 2
18, 3, 2, 0, 4, 8, 9, 6, 5
19, 5, 1, 0, 3, 8, 4, 2, 6
20, 6, 5, 2, 7, 8, 9, 0, 3
21, 5, 1, 6, 9, 2, 8, 4, 7
22, 5, 0, 9, 7, 2, 1, 4, 8
23, 6, 8, 9, 0, 5, 3, 2, 4
24, 4, 2, 6, 5, 8, 0, 7, 3
25, 1, 6, 3, 2, 9, 5, 7, 4
26, 0, 9, 1, 6, 8, 2, 4, 3
27, 1, 9, 7, 0, 6, 3, 2, 8
28, 9, 8, 2, 3, 7, 1, 4, 5
29, 3, 8, 0, 5, 9, 1, 4, 2
30, 5, 7, 8, 6, 0, 9, 4, 3
31, 6, 4, 1, 9, 5, 0, 7, 2
32, 6, 0, 8, 3, 7, 1, 2, 9
33, 3, 9, 6, 2, 8, 1, 5, 4
34, 0, 2, 8, 7, 5, 9, 1, 4
35, 9, 8, 5, 6, 3, 1, 2, 4
36, 1, 8, 0, 3, 2, 9, 7, 4
37, 7, 4, 6, 9, 3, 1, 8, 0
38, 9, 3, 6, 5, 2, 7, 4, 1
39, 4, 0, 7, 8, 1, 3, 5, 9
40, 1, 3, 0, 2, 7, 5, 8, 6
41, 2, 5, 0, 6, 9, 4, 8, 7
42, 3, 6, 5, 8, 2, 4, 0, 1
43, 7, 8, 1, 4, 9, 3, 6, 2
44, 5, 7, 4, 3, 9, 0, 2, 8
45, 9, 8, 1, 2, 5, 0, 6, 7
46, 6, 5, 3, 4, 2, 9, 0, 7
47, 0, 4, 5, 7, 6, 9, 8, 1
48, 4, 2, 5, 6, 8, 9, 1, 0
49, 7, 8, 2, 1, 3, 5, 4, 9
50, 1, 0, 2, 8, 6, 7, 5, 9
51, 6, 9, 0, 2, 8, 7, 3, 4
52, 1, 2, 9, 6, 4, 3, 0, 5
53, 2, 0, 6, 7, 8, 4, 9, 5
54, 7, 3, 4, 5, 6, 2, 8, 0
55, 4, 8, 7, 9, 1, 2, 3, 6
56, 1, 0, 4, 7, 3, 2, 8, 5
57, 0, 8, 3, 2, 9, 6, 4, 1
58, 1, 9, 3, 2, 7, 8, 0, 4
59, 4, 0, 3, 5, 8, 2, 6, 1
60, 6, 0, 4, 3, 2, 9, 5, 7
61, 4, 2, 3, 6, 9, 0, 5, 1
62, 6, 3, 1, 0, 5, 2, 8, 4
63, 0, 4, 1, 6, 5, 3, 2, 9
64, 7, 2, 8, 4, 0, 5, 9, 6
65, 4, 3, 6, 5, 2, 9, 1, 0
66, 7, 4, 8, 5, 1, 2, 0, 9
67, 4, 5, 3, 1, 8, 7, 6, 2
68, 5, 7, 3, 0, 8, 1, 6, 9
69, 3, 7, 8, 9, 5, 1, 2, 0
70, 9, 5, 1, 3, 4, 7, 6, 0
71, 5, 3, 8, 0, 4, 1, 6, 7
72, 6, 0, 8, 7, 3, 5, 9, 2
73, 5, 4, 6, 7, 2, 8, 0, 3
74, 8, 5, 6, 3, 4, 9, 1, 7
75, 6, 7, 9, 8, 5, 3, 0, 4
76, 1, 0, 8, 9, 5, 7, 4, 3
77, 0, 3, 2, 1, 5, 6, 8, 7
78, 8, 2, 0, 3, 5, 9, 1, 6
79, 5, 7, 8, 0, 3, 2, 6, 9
80, 9, 3, 0, 1, 7, 8, 5, 2
81, 4, 6, 9, 7, 5, 3, 0, 2
82, 0, 2, 3, 8, 9, 7, 1, 6
83, 3, 1, 0, 2, 4, 5, 6, 9
84, 0, 2, 3, 4, 1, 5, 6, 8
85, 4, 0, 5, 7, 1, 6, 9, 3
86, 7, 2, 6, 4, 8, 9, 5, 1
87, 5, 1, 3, 9, 0, 4, 7, 2
88, 7, 4, 0, 6, 9, 1, 2, 3
89, 2, 6, 4, 8, 0, 9, 1, 3
90, 6, 5, 2, 8, 7, 0, 4, 1
91, 9, 8, 5, 7, 3, 1, 4, 2
92, 5, 4, 7, 0, 8, 6, 1, 3
93, 6, 7, 9, 3, 5, 8, 0, 2
94, 8, 6, 9, 2, 5, 1, 0, 4
95, 3, 4, 8, 7, 2, 5, 6, 0
96, 6, 9, 4, 3, 7, 2, 0, 8
97, 3, 2, 1, 9, 6, 7, 4, 0
98, 9, 1, 3, 0, 4, 2, 7, 6
99, 0, 6, 2, 3, 9, 5, 7, 1
100, 3, 8, 4, 9, 5, 7, 0, 6
101, 2, 6, 5, 7, 4, 1, 9, 0
102, 0, 6, 4, 2, 5, 9, 7, 8
103, 7, 0, 6, 2, 3, 5, 1, 8
104, 0, 8, 6, 7, 2, 3, 4, 9
105, 0, 5, 7, 1, 2, 3, 9, 4
106, 4, 2, 1, 6, 3, 7, 5, 0
107, 5, 1, 3, 6, 4, 2, 8, 0
108, 7, 3, 4, 6, 8, 2, 1, 5
109, 0, 1, 7, 4, 3, 8, 5, 6
110, 7, 1, 9, 8, 0, 3, 4, 6
111, 7, 4, 6, 8, 1, 0, 5, 2
112, 9, 4, 5, 8, 7, 6, 1, 3
113, 1, 4, 6, 7, 5, 0, 8, 3
114, 3, 4, 0, 5, 6, 9, 8, 1
115, 3, 8, 9, 0, 5, 7, 6, 4
116, 5, 4, 8, 3, 7, 1, 6, 0
117, 1, 5, 2, 6, 7, 4, 8, 0
118, 6, 8, 2, 1, 0, 7, 9, 3
119, 4, 0, 9, 7, 6, 2, 1, 5
120, 3, 7, 4, 1, 2, 9, 0, 8
121, 6, 1, 5, 9, 3, 4, 2, 8
122, 1, 4, 9, 2, 8, 6, 7, 0
123, 4, 5, 8, 6, 1, 7, 0, 3
124, 2, 7, 9, 8, 1, 3, 6, 0
125, 0, 8, 7, 4, 1, 3, 2, 6
126, 2, 6, 8, 0, 3, 7, 1, 5
127, 3, 0, 9, 7, 8, 6, 1, 2
128, 2, 8, 6, 3, 9, 4, 0, 7
129, 0, 9, 4, 1, 6, 5, 3, 8
130, 3, 8, 9, 2, 5, 7, 0, 6
131, 3, 9, 7, 5, 1, 6, 8, 2
132, 8, 1, 7, 6, 5, 0, 2, 3
133, 7, 5, 9, 6, 8, 0, 1, 3
134, 8, 9, 5, 3, 7, 1, 4, 6
135, 0, 9, 3, 4, 5, 1, 8, 7
136, 3, 8, 1, 2, 7, 5, 4, 9
137, 8, 0, 1, 9, 3, 2, 4, 5
138, 7, 8, 4, 6, 9, 3, 5, 0
139, 3, 1, 6, 4, 2, 7, 5, 8
140, 5, 6, 7, 3, 8, 2, 4, 1
141, 9, 1, 3, 0, 5, 4, 2, 7
142, 0, 1, 7, 9, 3, 2, 5, 4
143, 8, 3, 6, 1, 0, 7, 4, 2
144, 0, 4, 6, 8, 5, 9, 3, 1
145, 4, 0, 9, 6, 2, 8, 3, 5
146, 8, 9, 3, 5, 2, 7, 6, 1
