Round,Selected Clients
1,1,0,4,9,6
2,0,1,3,8,4
3,9,4,0,6,1
4,3,5,1,0,9
5,7,8,1,3,0
6,3,4,1,6,7
7,2,5,8,1,7
8,7,6,4,5,8
9,5,6,4,0,1
10,2,4,9,1,5
11,2,8,7,0,6
12,6,9,7,4,2
13,4,6,2,3,0
14,2,5,9,4,6
15,5,4,3,0,1
16,2,7,9,8,4
17,5,7,8,0,1
18,9,3,0,7,5
19,1,8,3,2,5
20,7,6,3,0,8
21,0,1,9,3,5
22,8,7,2,3,1
23,8,1,0,5,4
24,7,9,3,6,8
25,4,7,9,3,5
26,0,8,9,5,2
27,8,1,2,0,4
28,9,0,1,3,5
29,4,6,2,5,8
30,7,1,8,4,9
31,5,4,2,3,8
32,4,1,8,5,9
33,3,4,7,2,0
34,5,2,4,1,9
35,2,8,0,6,9
36,5,0,9,1,7
37,3,2,8,9,0
38,2,1,6,7,0
39,4,3,8,0,5
40,4,5,6,8,9
41,9,4,0,7,8
42,6,3,4,0,5
43,1,5,8,7,0
44,4,8,2,1,3
45,4,9,3,7,8
46,8,7,2,5,0
47,3,9,2,0,6
48,9,3,6,8,7
49,3,2,7,0,4
50,8,9,5,6,3
51,4,3,9,6,7
52,4,3,9,2,6
53,2,3,1,8,6
54,6,9,0,8,4
55,6,9,3,7,1
56,5,6,2,8,3
57,6,2,7,1,0
58,5,9,6,2,3
59,5,3,1,6,9
60,9,2,3,1,7
61,2,1,9,7,0
62,1,3,9,5,2
63,1,8,5,0,3
64,2,6,9,5,4
65,5,3,1,2,8
66,7,5,2,3,1
67,8,0,3,9,1
68,7,0,1,2,9
69,8,9,5,3,7
70,4,3,1,5,7
71,7,4,8,0,1
72,0,8,2,7,9
73,0,4,7,3,6
74,1,9,6,3,0
75,3,1,6,4,7
76,9,6,4,7,8
77,1,2,3,9,4
78,9,7,4,0,1
79,4,3,6,0,9
80,0,2,4,7,5
81,6,4,7,3,0
82,1,3,0,6,5
83,4,2,6,5,3
84,5,1,2,7,3
85,1,5,4,2,0
86,3,8,5,4,9
87,4,7,8,0,6
88,1,3,9,8,0
89,7,9,3,8,4
90,4,6,5,8,9
91,2,7,8,9,6
92,9,6,3,8,7
93,2,7,0,1,4
94,0,2,6,7,5
95,9,6,1,8,2
96,3,4,9,5,0
97,4,0,8,2,7
98,3,8,6,4,5
99,9,3,7,4,1
100,0,7,4,5,8
101,6,4,7,9,2
102,6,5,4,8,2
103,9,7,4,6,1
104,1,0,4,6,3
105,5,6,2,1,8
106,4,5,1,3,0
107,6,0,4,7,8
108,1,3,7,0,4
109,6,1,2,0,9
110,8,2,6,3,9
111,9,6,4,0,5
112,5,1,9,4,7
113,1,7,9,5,8
114,9,3,1,6,4
115,9,0,4,6,1
116,2,0,5,6,1
117,2,6,1,5,0
118,8,3,0,5,6
119,6,9,1,3,5
120,1,2,4,7,5
121,1,9,3,7,6
122,6,1,5,3,2
123,1,9,8,3,0
124,6,5,9,7,8
125,9,8,3,1,5
126,1,4,3,6,7
127,4,5,8,0,1
128,1,8,3,7,6
129,5,1,0,8,6
130,7,9,6,2,1
131,9,7,4,0,1
132,3,2,4,8,6
133,2,6,3,4,8
134,0,7,1,6,2
135,6,0,5,1,4
136,3,6,8,4,0
137,2,1,8,4,6
138,1,2,4,9,6
139,9,7,5,6,8
140,7,4,8,9,0
141,0,9,5,6,2
142,7,3,5,4,8
143,1,8,2,0,9
144,4,6,8,7,2
145,8,6,4,2,5
146,4,6,2,9,5
147,8,1,6,4,2
148,5,7,3,1,6
149,5,2,6,1,7
150,5,3,7,4,2
151,3,5,7,9,2
152,4,0,7,6,2
153,4,7,2,6,3
154,6,0,9,4,2
155,0,5,1,6,8
156,7,2,9,3,4
157,2,8,6,0,9
158,6,7,1,0,3
159,0,5,3,4,7
160,6,7,0,5,3
161,5,3,1,6,4
162,2,7,8,5,1
163,3,0,9,8,2
164,3,4,5,6,0
165,6,7,9,2,1
166,6,1,9,4,8
167,4,9,7,8,5
168,0,5,6,2,8
169,0,2,7,9,1
170,9,0,2,5,3
171,8,5,6,2,9
172,7,8,6,4,0
173,7,3,1,9,0
174,5,1,4,2,8
175,2,3,7,0,9
176,4,6,7,9,3
177,7,9,5,1,4
178,8,2,4,1,6
179,4,3,9,1,5
180,9,5,0,6,7
181,9,0,7,5,4
182,4,7,1,5,0
183,3,5,2,7,8
184,8,9,1,2,7
185,2,1,0,9,3
186,3,2,7,4,9
187,6,8,7,1,9
188,9,7,4,8,0
189,6,5,0,3,7
190,8,7,4,6,9
191,5,8,9,6,1
192,2,5,7,4,3
193,6,4,5,8,9
194,5,1,6,4,2
195,9,7,2,4,5
196,3,0,7,2,9
197,0,2,3,4,8
198,8,5,9,7,6
199,8,4,3,2,6
200,8,4,9,0,7
