Round, Selected Clients
0, 8, 2, 6, 1, 5
1, 9, 6, 0, 5, 3
2, 0, 1, 6, 7, 9
3, 6, 2, 5, 1, 9
4, 0, 3, 1, 4, 6
5, 4, 5, 3, 1, 0
6, 2, 3, 1, 0, 8
7, 4, 5, 0, 8, 3
8, 9, 3, 5, 2, 1
9, 2, 7, 4, 0, 3
10, 5, 9, 3, 4, 6
11, 3, 4, 2, 1, 7
12, 2, 5, 7, 4, 9
13, 2, 6, 3, 4, 5
14, 0, 5, 6, 9, 2
15, 1, 3, 6, 8, 9
16, 6, 2, 5, 3, 1
17, 5, 7, 6, 3, 0
18, 7, 4, 5, 0, 6
19, 1, 2, 5, 3, 6
20, 9, 7, 0, 5, 3
21, 8, 1, 3, 2, 9
22, 6, 2, 9, 5, 7
23, 6, 3, 4, 9, 8
24, 8, 7, 9, 4, 0
25, 0, 5, 7, 4, 8
26, 4, 2, 0, 9, 8
27, 8, 9, 5, 6, 0
28, 9, 2, 3, 6, 4
29, 9, 1, 5, 0, 3
30, 0, 9, 8, 4, 6
31, 4, 5, 3, 1, 6
32, 6, 7, 3, 1, 9
33, 5, 6, 3, 4, 2
34, 3, 9, 8, 1, 0
35, 6, 8, 4, 3, 2
36, 2, 4, 6, 0, 9
37, 9, 8, 5, 6, 7
38, 9, 5, 1, 7, 6
39, 4, 8, 1, 6, 3
40, 0, 3, 9, 2, 8
41, 1, 5, 0, 6, 2
42, 2, 6, 7, 8, 5
43, 7, 4, 1, 9, 8
44, 7, 0, 4, 9, 6
45, 8, 5, 1, 3, 6
46, 8, 2, 1, 9, 0
47, 6, 7, 4, 1, 0
48, 2, 8, 7, 6, 1
49, 4, 7, 1, 3, 9
50, 5, 6, 4, 1, 8
51, 5, 3, 2, 1, 8
52, 9, 1, 7, 3, 2
53, 4, 2, 5, 6, 8
54, 0, 7, 4, 3, 2
55, 8, 2, 0, 9, 1
56, 4, 6, 5, 9, 1
57, 6, 3, 5, 1, 2
58, 1, 9, 6, 2, 3
59, 8, 2, 1, 7, 3
60, 7, 4, 5, 1, 0
61, 5, 1, 8, 4, 6
62, 3, 8, 2, 6, 0
63, 9, 1, 0, 4, 8
64, 0, 3, 4, 6, 9
65, 5, 0, 3, 9, 8
66, 1, 8, 6, 2, 0
67, 4, 3, 7, 2, 0
68, 6, 9, 2, 7, 8
69, 4, 8, 5, 2, 0
70, 7, 5, 6, 0, 2
71, 7, 3, 9, 2, 8
72, 2, 4, 0, 1, 6
73, 1, 6, 0, 2, 4
74, 5, 0, 4, 2, 1
75, 0, 4, 7, 5, 6
76, 0, 5, 7, 6, 4
77, 7, 2, 1, 4, 0
78, 5, 9, 6, 2, 0
79, 4, 7, 5, 3, 2
80, 5, 3, 9, 8, 6
81, 6, 0, 5, 3, 9
82, 4, 0, 3, 6, 9
83, 1, 9, 2, 8, 3
84, 2, 1, 4, 8, 3
85, 7, 0, 6, 2, 4
86, 8, 9, 7, 4, 1
87, 0, 2, 5, 8, 3
88, 3, 1, 4, 6, 7
89, 2, 1, 7, 3, 0
90, 6, 4, 0, 7, 3
91, 6, 7, 2, 5, 4
92, 5, 6, 4, 9, 8
93, 1, 9, 7, 8, 2
94, 1, 6, 9, 0, 5
95, 1, 6, 9, 7, 3
96, 6, 0, 8, 9, 7
97, 6, 0, 8, 4, 1
98, 9, 6, 3, 4, 8
99, 9, 7, 6, 4, 2
