Round, Selected Clients
1, 5, 1, 9, 6, 0
2, 1, 4, 9, 8, 5
3, 7, 9, 0, 1, 6
4, 1, 3, 4, 6, 9
5, 0, 7, 9, 2, 6
6, 9, 1, 8, 6, 7
7, 0, 9, 4, 5, 8
8, 1, 9, 2, 6, 0
9, 0, 6, 5, 1, 8
10, 6, 7, 5, 0, 4
11, 7, 1, 8, 6, 5
12, 7, 4, 2, 5, 8
13, 7, 5, 9, 6, 0
14, 1, 3, 2, 9, 8
15, 3, 0, 2, 5, 7
16, 6, 2, 1, 0, 9
17, 9, 2, 8, 4, 1
18, 6, 1, 7, 0, 9
19, 6, 1, 9, 0, 5
20, 3, 8, 4, 0, 7
21, 0, 7, 6, 5, 9
22, 1, 5, 9, 2, 6
23, 5, 7, 1, 8, 4
24, 5, 7, 9, 6, 1
25, 1, 4, 5, 0, 3
26, 8, 1, 4, 2, 9
27, 0, 1, 7, 8, 4
28, 6, 9, 2, 0, 7
29, 1, 4, 9, 2, 3
30, 2, 3, 7, 5, 0
31, 5, 0, 1, 4, 3
32, 0, 6, 2, 4, 8
33, 2, 0, 3, 1, 4
34, 1, 9, 0, 3, 5
35, 9, 6, 5, 8, 7
36, 7, 8, 3, 6, 4
37, 4, 6, 8, 0, 9
38, 9, 7, 8, 2, 3
39, 5, 4, 8, 2, 1
40, 8, 5, 0, 6, 2
41, 5, 1, 3, 2, 8
42, 0, 8, 2, 6, 7
43, 2, 0, 3, 5, 4
44, 8, 2, 1, 4, 0
45, 7, 9, 5, 3, 1
46, 5, 1, 6, 7, 8
47, 6, 5, 2, 7, 0
48, 0, 5, 9, 3, 2
49, 7, 5, 3, 1, 6
50, 6, 9, 1, 2, 5
51, 3, 6, 4, 7, 1
52, 1, 9, 3, 2, 0
53, 2, 7, 0, 3, 9
54, 3, 4, 7, 5, 9
55, 7, 6, 1, 0, 5
56, 3, 8, 2, 9, 6
57, 4, 7, 9, 3, 1
58, 0, 8, 9, 3, 4
59, 7, 6, 0, 2, 5
60, 0, 3, 6, 4, 7
61, 1, 4, 3, 0, 5
62, 8, 6, 1, 7, 0
63, 1, 0, 6, 2, 7
64, 4, 2, 1, 8, 0
65, 5, 6, 4, 0, 7
66, 1, 6, 5, 3, 8
67, 9, 0, 3, 6, 2
68, 4, 5, 8, 9, 7
69, 9, 8, 6, 2, 1
70, 2, 8, 4, 9, 6
71, 4, 7, 1, 9, 5
72, 6, 1, 9, 8, 0
73, 7, 9, 3, 4, 8
74, 9, 3, 4, 6, 8
75, 7, 5, 1, 0, 6
76, 6, 5, 2, 1, 8
77, 0, 8, 9, 1, 7
78, 7, 5, 2, 8, 3
79, 9, 5, 8, 6, 1
80, 1, 4, 5, 8, 6
81, 5, 2, 3, 1, 4
82, 4, 9, 7, 6, 2
83, 6, 4, 1, 5, 7
84, 9, 0, 4, 5, 7
85, 8, 5, 7, 4, 9
86, 9, 1, 7, 3, 5
87, 2, 5, 1, 8, 6
88, 0, 8, 1, 9, 7
89, 9, 3, 2, 4, 1
90, 9, 6, 2, 0, 8
91, 4, 6, 8, 5, 7
92, 2, 1, 6, 5, 4
93, 6, 9, 4, 0, 7
94, 0, 3, 5, 2, 7
95, 2, 5, 6, 1, 9
