Round,Selected Clients
1,1,0,4,9,6,5
2,3,9,0,4,1,6
3,6,5,4,1,9,2
4,9,4,0,5,3,8
5,1,0,3,6,2,8
6,2,5,8,1,7,9
7,4,8,3,5,2,0
8,3,5,9,8,7,6
9,9,6,8,2,1,5
10,6,1,9,3,4,7
11,4,6,2,3,0,7
12,2,8,0,4,9,3
13,3,1,8,5,9,0
14,3,8,9,5,2,7
15,1,5,0,4,6,9
16,0,5,1,4,7,2
17,6,3,1,0,5,8
18,0,6,5,8,9,1
19,4,7,3,6,0,8
20,6,7,8,1,3,0
21,4,6,7,1,8,2
22,9,7,2,0,4,6
23,9,3,0,4,7,8
24,6,2,4,3,8,0
25,2,5,1,7,9,8
26,2,4,1,0,5,8
27,4,8,7,2,0,5
28,4,2,7,9,5,3
29,9,8,2,3,1,0
30,1,5,6,4,8,9
31,5,6,3,2,1,0
32,5,4,3,1,0,6
33,8,6,5,0,9,2
34,5,6,1,3,4,7
35,6,1,5,4,2,0
36,8,2,3,7,5,6
37,3,6,5,9,8,7
38,1,3,4,9,6,5
39,6,3,9,8,7,1
40,8,7,0,4,1,9
41,8,7,2,5,3,6
42,7,1,4,8,2,5
43,2,3,1,8,6,9
44,9,0,6,3,8,2
45,4,6,7,0,3,2
46,9,0,1,5,3,7
47,3,7,5,2,9,6
48,5,3,1,6,9,0
49,2,7,1,4,8,3
50,1,0,4,7,5,3
51,9,1,0,2,4,3
52,1,6,5,7,3,9
53,9,4,5,6,1,0
54,0,7,5,1,3,6
55,8,3,1,7,5,9
56,1,4,3,7,5,9
57,5,7,4,2,6,1
58,3,7,4,5,8,6
59,2,4,0,5,8,1
60,1,0,4,3,6,5
61,1,6,7,0,4,8
62,8,6,3,9,4,7
63,9,1,3,5,8,2
64,0,6,7,5,4,3
65,1,3,4,6,5,7
66,2,1,0,8,9,4
67,4,8,7,3,0,9
68,3,0,4,7,8,1
69,1,7,5,3,2,8
70,6,8,0,3,7,2
71,6,0,3,4,2,9
72,4,7,8,0,6,9
73,3,1,7,0,5,8
74,3,7,2,9,1,4
75,0,4,8,6,7,5
76,8,9,6,3,2,1
77,7,6,8,5,9,1
78,1,8,7,0,5,9
79,9,6,1,8,2,4
80,4,3,1,8,0,5
81,0,4,5,2,3,1
82,9,6,3,7,4,1
83,7,4,2,0,3,9
84,6,7,1,8,3,4
85,0,9,7,6,2,1
86,0,4,7,9,8,2
87,3,2,5,4,6,8
88,7,1,2,6,8,3
89,7,5,4,9,3,2
90,1,7,4,5,3,0
91,1,3,2,8,6,7
92,4,0,5,1,3,7
93,6,4,3,0,7,9
94,9,3,1,6,4,7
95,2,9,4,6,1,0
96,0,2,4,9,1,3
97,7,8,3,4,0,6
98,6,1,7,5,3,0
99,9,8,5,3,4,7
100,6,7,3,8,2,9
101,4,5,2,8,3,0
102,2,8,0,4,6,5
103,4,9,5,0,8,7
104,8,5,1,6,2,4
105,4,9,5,2,0,1
106,8,3,6,9,7,2
107,2,9,0,5,7,8
108,3,8,1,2,9,0
109,9,0,8,1,2,6
110,7,6,2,1,3,4
111,0,7,1,6,2,4
112,0,5,2,6,4,3
113,9,6,1,3,2,5
114,5,9,2,1,0,6
115,7,9,8,5,4,6
116,7,4,8,9,0,2
117,5,4,1,9,0,8
118,9,7,2,0,3,6
119,7,8,2,9,6,5
120,5,1,6,2,7,4
121,6,2,1,8,4,3
122,5,4,2,1,7,3
123,1,8,0,5,2,4
124,7,0,6,2,5,1
125,7,3,5,9,4,8
126,9,2,4,0,5,3
127,4,7,2,6,3,0
128,6,8,5,1,3,0
129,2,9,0,8,3,1
130,3,2,6,0,8,1
131,1,9,7,4,6,0
132,3,6,2,5,8,0
133,6,5,4,8,0,2
134,0,5,8,6,7,1
135,0,4,3,9,1,6
136,3,4,5,6,0,2
137,6,5,2,3,8,9
138,9,2,4,8,0,5
139,7,5,9,0,8,2
140,8,2,0,1,4,3
141,6,0,2,5,3,7
142,5,4,3,0,6,1
143,3,4,7,1,0,6
144,5,1,4,2,8,9
145,7,0,5,4,6,2
146,7,8,6,9,3,4
147,8,5,2,6,4,9
148,4,2,8,7,5,1
149,2,4,1,8,5,7
150,0,4,3,6,8,7
151,6,4,7,0,5,9
