Round,Selected Clients
1,1,0,4,9,6,5,8
2,8,0,3,5,6,4,7
3,4,2,3,6,8,0,9
4,7,8,1,3,0,4,2
5,3,1,6,2,9,7,8
6,2,7,6,9,5,4,1
7,1,3,5,9,7,8,4
8,9,6,5,1,8,4,3
9,6,9,7,4,2,8,0
10,7,0,4,9,1,6,8
11,7,0,1,2,6,9,8
12,7,8,2,9,4,5,3
13,1,3,8,0,2,6,9
14,5,1,3,2,9,7,8
15,1,6,5,3,8,7,0
16,3,8,7,1,9,6,2
17,1,3,2,8,6,5,9
18,7,4,6,5,9,8,3
19,0,9,7,4,6,1,8
20,9,3,0,4,7,8,2
21,4,7,5,6,0,8,3
22,3,5,4,1,9,7,2
23,8,2,4,9,7,1,6
24,4,0,8,2,1,6,5
25,5,8,2,3,1,0,7
26,8,6,2,1,9,5,3
27,1,6,0,8,3,9,4
28,6,5,4,9,0,2,7
29,0,1,6,2,5,7,3
30,8,9,3,2,7,0,6
31,4,8,2,1,3,5,6
32,9,5,7,3,6,1,8
33,3,9,2,0,6,1,8
34,3,2,0,6,7,9,1
35,7,8,5,6,3,4,9
36,8,7,3,2,9,0,6
37,3,6,2,5,1,0,9
38,6,0,9,3,8,2,4
39,7,0,6,2,5,3,1
40,2,7,9,0,8,3,5
41,4,1,7,0,5,9,6
42,0,2,3,1,7,9,6
43,1,0,4,7,5,3,6
44,5,8,6,9,2,0,7
45,2,6,9,5,4,7,3
46,7,3,9,4,6,8,2
47,4,5,9,7,8,2,0
48,7,9,0,8,2,1,3
49,5,7,4,2,6,1,0
50,4,8,9,0,1,2,5
51,0,8,4,5,1,3,9
52,0,4,7,9,6,3,8
53,1,8,6,4,7,5,9
54,9,1,3,5,8,2,0
55,7,9,4,0,1,2,8
56,8,3,2,7,1,0,4
57,6,4,7,3,0,8,5
58,4,0,2,3,9,6,7
59,5,9,1,6,7,2,3
60,4,5,1,6,3,9,0
61,0,3,4,7,1,2,8
62,8,6,1,7,0,3,5
63,3,7,2,9,1,4,5
64,4,7,2,3,9,6,8
65,3,6,0,2,5,9,4
66,7,1,9,0,5,8,3
67,5,8,6,2,9,3,0
68,1,7,2,5,8,0,4
69,3,8,6,4,5,1,7
70,7,4,9,2,5,0,3
71,4,7,9,1,3,5,0
72,4,0,8,9,5,3,2
73,0,4,7,9,8,2,1
74,8,5,4,6,1,2,3
75,6,8,5,0,3,9,2
76,3,7,0,4,6,2,1
77,0,4,7,9,6,1,8
78,7,6,4,0,5,2,1
79,0,6,4,1,9,3,5
80,1,8,3,4,9,5,2
81,1,0,2,8,7,9,5
82,1,7,8,6,2,4,0
83,7,6,8,5,0,3,4
84,9,8,5,3,4,7,2
85,3,6,5,8,9,7,4
86,7,1,8,6,0,5,3
87,5,6,0,2,4,8,9
88,8,5,1,6,2,4,7
89,5,9,0,1,6,4,3
90,7,5,2,9,6,8,0
91,6,7,8,3,2,1,0
92,3,6,0,7,1,2,5
93,6,2,8,3,4,1,7
94,5,6,8,9,7,3,2
95,1,6,9,7,3,4,5
96,1,8,9,4,6,7,2
97,2,9,1,7,5,3,4
98,7,4,8,9,0,2,5
99,1,9,6,3,4,5,0
100,1,5,9,4,8,7,0
101,6,9,5,7,4,0,2
102,5,1,2,7,6,3,8
103,8,5,0,2,6,1,4
104,4,1,0,5,2,9,8
105,6,5,3,7,4,2,9
106,7,4,6,8,9,3,1
107,8,1,4,0,9,2,3
108,6,0,9,4,2,1,3
109,2,9,0,8,3,1,5
110,8,9,6,0,2,1,5
111,7,8,0,5,4,6,1
112,2,1,5,0,4,7,6
113,5,1,9,8,7,0,2
114,2,9,1,5,3,0,8
115,8,7,4,0,5,1,2
116,6,7,9,2,1,3,4
117,8,4,5,0,6,2,9
118,0,5,6,2,8,9,4
119,2,1,3,6,5,9,4
120,1,2,5,3,8,7,9
121,4,7,3,9,2,8,1
122,5,9,1,4,6,2,8
123,3,7,0,2,4,5,6
124,8,6,9,7,4,0,1
125,2,6,0,8,7,4,1
126,1,4,3,5,8,2,9
127,0,1,9,5,4,2,8
128,6,4,7,0,5,9,1
129,5,9,8,3,1,2,0
130,2,1,0,9,3,4,5
131,8,7,9,2,3,0,4
132,4,7,8,2,9,0,5
133,6,0,3,2,4,9,8
134,5,9,8,6,1,7,3
135,2,8,9,7,4,6,1
136,5,9,1,3,4,2,0
137,2,3,0,4,5,7,1
138,6,8,7,9,5,0,1
139,8,5,9,7,6,2,3
140,3,7,5,9,2,4,8
141,0,4,1,2,3,6,5
142,3,0,9,5,1,8,4
143,6,7,8,5,1,2,4
144,2,0,6,7,3,1,9
145,8,9,7,1,4,3,2
146,0,5,4,7,8,1,6
147,2,7,5,1,0,9,3
148,5,3,0,9,7,8,2
149,3,2,7,1,9,4,8
150,1,9,0,6,4,5,8
151,1,8,7,6,0,3,9
152,4,0,3,9,8,5,7
153,6,2,8,9,5,3,7
154,1,2,6,4,9,5,0
155,7,5,2,9,1,0,4
156,7,0,3,5,8,9,4
157,9,5,3,2,1,4,8
158,0,5,6,7,4,2,3
159,3,4,2,6,9,0,5
160,1,7,5,0,4,9,6
161,3,5,4,0,1,8,6
162,6,7,5,2,9,8,3
163,6,0,3,5,1,8,2
164,9,3,7,4,5,2,6
165,8,7,2,4,5,0,6
166,2,0,3,4,7,9,8
167,8,4,9,0,7,3,1
168,4,6,1,2,3,5,7
169,6,8,7,0,5,9,1
170,3,7,4,0,6,2,5
171,4,2,3,9,7,6,8
172,3,1,5,4,6,7,9
173,8,6,9,1,5,4,3
174,6,2,9,8,7,0,4
175,1,2,6,3,4,5,7
176,0,4,6,3,9,8,1
177,7,2,1,9,3,8,5
178,9,3,7,0,1,2,6
179,9,2,4,8,7,1,3
180,5,6,4,8,3,2,0
181,1,6,7,9,5,2,8
182,9,6,8,4,0,2,5
183,6,1,0,7,2,8,4
184,7,1,4,3,0,5,8
185,7,1,9,5,6,3,2
186,2,3,9,4,1,7,8
187,0,3,7,4,8,5,9
188,5,3,7,0,2,8,9
189,4,1,2,7,0,8,6
190,9,6,8,1,3,4,7
191,9,0,5,8,3,1,4
192,2,1,0,6,8,9,7
193,9,1,4,6,7,2,0
194,7,4,5,6,0,3,9
195,3,0,5,4,2,6,1
196,0,4,2,5,1,6,8
197,6,7,1,5,0,3,2
198,5,1,6,8,3,7,9
199,0,9,1,5,3,8,4
200,4,2,9,0,5,8,7
