Round,Selected Clients
1,1,0,4,9,6
2,0,9,1,7,6
3,3,7,4,6,0
4,5,1,8,3,0
5,1,6,9,4,2
6,0,3,4,9,1
7,5,3,4,9,6
8,6,4,3,5,2
9,4,1,3,9,5
10,4,2,3,5,9
11,2,8,7,0,6
12,6,9,7,4,2
13,8,4,5,0,2
14,8,2,1,6,5
15,8,9,0,4,2
16,3,0,9,4,8
17,2,7,9,8,4
18,3,4,6,5,7
19,0,8,3,4,1
20,5,1,3,2,9
21,3,7,6,1,0
22,1,0,6,5,2
23,2,4,7,1,0
24,0,1,3,8,7
25,6,4,7,2,3
26,3,4,9,0,8
27,8,2,0,4,7
28,9,3,0,4,7
29,5,3,4,8,1
30,7,1,8,4,9
31,4,2,7,6,9
32,8,4,1,7,2
33,5,3,4,7,8
34,0,9,5,6,1
35,0,1,8,5,7
36,4,5,0,2,1
37,9,2,3,6,1
38,5,6,3,2,1
39,7,5,4,6,1
40,4,5,6,8,9
41,4,0,1,9,3
42,9,3,4,0,5
43,3,5,6,0,8
44,8,4,6,2,3
45,2,4,6,8,0
46,7,9,3,4,8
47,9,5,1,6,7
48,7,1,9,3,5
49,0,1,6,8,7
50,1,7,2,6,3
51,9,8,6,7,4
52,4,8,7,5,1
53,8,1,2,9,6
54,7,6,0,1,3
55,9,6,7,0,2
56,8,3,7,1,2
57,2,7,9,4,6
58,2,7,9,0,8
59,6,4,1,3,0
60,0,9,3,1,8
61,7,4,5,1,8
62,1,0,4,7,5
63,3,1,4,6,5
64,6,5,1,4,8
65,7,2,6,1,5
66,7,6,4,2,1
67,9,6,5,0,3
68,9,4,0,8,1
69,7,9,0,8,2
70,8,5,6,9,4
71,3,5,1,8,4
72,9,8,4,0,1
73,0,9,4,5,1
74,7,9,5,1,0
75,9,0,2,1,4
76,9,3,6,8,7
77,1,3,8,2,5
78,9,7,4,0,1
79,4,3,6,0,9
80,4,9,7,0,3
81,1,0,6,5,2
82,9,0,4,7,8
83,9,6,7,0,3
84,7,4,6,9,8
85,8,0,7,3,9
86,3,4,2,7,9
87,2,4,0,8,3
88,2,7,4,8,5
89,6,3,2,9,0
90,0,4,8,6,7
91,5,8,6,3,2
92,6,0,5,7,3
93,2,7,0,1,4
94,7,0,2,3,5
95,6,1,5,9,7
96,8,0,1,7,5
97,1,7,2,5,8
98,2,3,6,4,5
99,3,7,2,1,9
100,4,8,2,0,3
101,7,4,3,9,6
102,0,6,4,9,7
103,4,3,5,1,7
104,2,1,0,9,3
105,6,2,3,1,4
106,7,4,5,6,0
107,6,8,5,0,3
108,9,6,5,0,7
109,3,1,7,5,2
110,1,9,3,4,8
111,9,2,6,5,0
112,3,7,8,1,2
113,6,4,3,0,7
114,5,3,2,6,4
115,3,5,2,6,4
116,2,1,0,8,7
117,2,6,1,5,0
118,9,0,4,3,5
119,7,9,1,0,2
120,5,6,4,3,7
121,8,3,6,9,1
122,5,4,9,1,7
123,5,2,0,4,6
124,6,0,4,7,2
125,1,5,8,0,2
126,9,8,0,4,5
127,5,9,0,1,6
128,8,3,6,9,7
129,1,0,2,9,4
130,6,4,3,9,8
131,4,0,3,7,9
132,4,5,1,0,3
133,5,1,6,7,9
134,9,6,8,2,0
135,5,1,6,7,0
136,5,3,9,6,1
137,5,2,3,0,1
138,7,9,8,5,4
139,7,1,9,3,5
140,7,0,8,2,6
141,7,8,0,3,4
142,1,5,9,4,8
143,2,5,8,9,3
144,1,5,9,4,8
145,2,5,1,4,8
146,9,1,4,7,3
147,8,1,6,4,2
148,3,9,2,1,0
149,8,0,5,6,4
150,2,7,0,3,9
151,7,3,8,2,9
152,4,6,8,1,7
153,8,1,9,2,0
154,3,7,5,0,9
155,0,5,1,6,8
156,2,7,8,4,0
157,9,8,6,0,2
158,1,9,7,4,6
159,9,5,3,4,7
160,8,9,0,3,6
161,1,5,3,8,6
162,8,5,2,6,9
163,7,0,4,1,8
164,8,7,4,0,5
165,1,5,6,3,8
166,5,8,4,6,0
167,5,1,8,2,9
168,7,0,5,4,3
169,5,8,2,0,1
170,5,9,6,4,0
171,9,2,5,3,8
172,6,8,1,2,9
173,3,1,2,6,0
174,5,9,1,4,6
175,2,5,3,0,1
176,7,8,2,4,0
177,6,1,2,7,5
178,8,2,9,3,4
179,5,3,9,4,2
180,4,8,1,9,5
181,9,5,0,6,7
182,9,6,0,3,5
183,6,4,7,0,5
184,5,9,8,3,1
185,7,3,2,0,6
186,2,5,8,1,6
187,6,8,7,1,9
188,7,4,0,6,9
189,6,0,3,2,4
190,9,1,2,0,3
191,9,8,6,4,0
192,9,8,2,7,4
193,8,9,7,5,4
194,9,4,0,8,3
195,0,7,2,4,5
196,9,1,3,0,7
197,7,0,2,4,1
198,7,8,5,4,2
199,7,3,8,2,4
200,7,5,9,2,4
